@relation sentimientos
@attribute 'text' string
@attribute 'class' {positive, neutral, negative}
@data
LOOKING FORWARD TO WELCOMING PROSPECTIVE BAND 5 AMP 6 NURSES TO OUR NEXT  RECRUITMENT DAY ON FRIDAY 6TH J,neutral
EXPANDED MY CRYSTAL COLLECTION WITH THESE BEAUTIES FROM CRYSTALZEN77 AND YES THATS A UNICORNS HORN NOT A REAL ONE,negative
SIRAK THE BORED HOARDER OF AMARETTI AND TABLE.,negative
SO MANY AMAZING INNOVATIONS HAVE SHAPED THE WAY WE RECEIVE HEALTHCARE OVER THE PAST 70 YEARS  HOW TO NARROW IT DOW,positive
WE  NORBET.,neutral
SHOULD HAPPEN. THE KINGDOM OF  SHOULD BE A COUNTRY AGAIN. LET   AMP,neutral
LOSE  WE LOST DELIBERATELY FOR 2ND PLACE TO GET ON THE EASIER SIDE OF THE TOURNAMENT TREE. WERE GOING T,neutral
EVERYONE SHOULD FOLLOW,neutral
BREAKING LEAK THERESA MAY TO PROPOSE SECOND REFERENDUM.,neutral
FINALLY.  IS BEING PLAYED.,neutral
HAS THERE EVER BEEN A FINAL WITH TWO COUNTRIES THAT WERE IN THE SAME GROUP,neutral
WELL LET HER KNOW AT THE BALLOT BOX.,neutral
THANKS VERY MUCH. IT IS EXCITING BUT ALSO NERVE WRACKING. HAHA.,positive
THAT IS SO COOL. SO ONE DAY WE MAY SEE HER NAME AT THE END OF A PIXAR MOVIE.,positive
SPENDING A HOT AND SUNNY DAY WITH MY MAM HAS BEEN GREAT. I HAVE GOT MYSELF A NEW BOOK TO READ OVER THE SUMMER AND,positive
SEND ON DAVID PLATT,neutral
ABSOLUTELY WELL DONE    AND ALL INVOLVED . LOVE,positive
COME ON ENGLAND  LETS TOP THIS GROUP       BIRMINGHAM UN,positive
ITS AWFUL JAMES. THEY SHOULD BIN IT AND RERUN THE A TEAM.  HA HA,negative
IS A FINE READ THAT ASIDE BREXIT REMAINS A COMPLETE SHITSHOW.,positive
DOES ANYBODY BELIEVE THE CLAPTRAP THAT SHE COMES OUT WITH ABSOLUTELY DISGRACEFUL,positive
BELGIUM WINNING IS A PERFECT ALLEGORY FOR THE COMPLETE MESS THAT IS OUR BREXIT NEGOTIATIONS,positive
ODDS ON DE BRUYNE SCORING TONIGHT AND ME GETTING MY HEAD STOVED IN IN LLOYDS,neutral
EXCELLENT STUFF,positive
THE BOOK IS PHENOMENAL  THE CAUSE UTTERLY INSPIRING  WE WILL BE PLAYING WITH SOME OF THOSE RECIPES.,positive
MAYBE IM LATE TO THE PARTY BUT IF WE USE THESE RECIPES WE REALLY SHOULD BE DONATIN,negative
RASHFORD MISSED ON PURPOSE LOL,positive
NICE FIND,positive
THINGS MORE EXCITING THAN   WATCHING THE GUY IN FRONT OF US GETTING HIS NEXT DRINK. 3 DIFFERENT DRINKS SO F,positive
JUST GETTING STARTED MY BROTHER,neutral
GAVE SANE THE BUILD UP TOO. SENEGAL V COLUMBIA.,neutral
OH SHIT,negative
IM HEARING 8 CHANGES FOR ENGLAND TODAY. BOTH TEAMS LOOKING TO MAKE BIG CHANGES AND BOTH LOOKING TO LOOSE THE GAME.,negative
PREDICTING 22 ENGLAND MAKING MORE FOULS TO FINISH SECOND.,positive
YOU HAVE YOUR DADS PIC AS YOUR PROFILE PIC.,neutral
SPOTTED IN LONDON FOUR DIFFERENT ASTON MARTINS IN THE SPACE OF 20 MINS. I LOVE WALKING AROUND THIS CITY.,positive
REALLY GREAT WRITING MASTERCLASS BY   FUNNY SHARP AND FULL OF EXCELLENT ADVICE.,positive
NOT LOOKING GOOD AT THE MOMENT FOR,positive
WHEN THE LOCAL NEWSAGENT SAYS OOOH YOU ARE IN THE PAPER SO YOU RUN UP THERE IN A PANIC THINKING YOURE DRESSED AS,neutral
LADY MACBETH. AMY WINEHOUSE. JOHNNY CASINO FROM GREASE. COULD HAVE BEEN ANYONE TBH.,neutral
A PARTNER IN DAFTNESS HURRAH,neutral
THANK FUCK WE WON THAT GAME,negative
I UNDERSTAND,neutral
THE ENGLAND GAME THEN LOVE ISLAND THEN DRAKES ALBUM. AN ELITE LINEUP,positive
25 BLOODCLART TRACKS,neutral
IF SCORPION DOESNT HAVE A RICK ROSS FEATURE THEN ILL BE V UPSET,negative
AINT EVEN OUT YET AND ITS ALREADY ALMOST GONE PLATINUM,neutral
OR TRASH,neutral
BORING MATCH. I MIGHT GO BACK TO BEING RAMON THUNDERS,negative
OVO SOUND RADIO BETTER BE PREMIERING SCORPION AT MIDNIGHT GMT,positive
BRUHH,neutral
SHES GORGEOUS,positive
THIS INTRO NEEDS TO BE ELITE,neutral
GREAT GOAL THO,positive
THIS RUBEN GUY IS ASS CHEEKS,neutral
ALEX STILL BEING HERE IS ANNOYING ME. I FEEL LIKE THE PRODUCERS STEPPED IN,negative
THEY ACC DONT HAVE A REASON FOR SENDING ZARA HOME. PAGANS,neutral
THE ORIGINAL I UNDERSTAND,positive
RIGHT OFF THE BAT. HES A SHOOTER,positive
I DONT BLAME JOSH. KAZIMIR IS TOP TIER,positive
SHES JUST ANNOYIN,neutral
I TOLD YOU THIS GUYS DIFFERENTTT,neutral
SOME OF THESE JACK TWEETS ARE TOO JOKES,neutral
WOW OUT ON THE NUMBER OF YELLOW CARDS THATS CLOSE. BET THEYRE WOUNDED,positive
THANK YOU,neutral
STILL WAITING FOR MY REPLY AFTER THEY SAID THEY WOULD CONTACT ME WITHIN 24HRS............,neutral
DURING THE 11 YRS I WAS AT SAVE THE CHILDREN WE WORKED TO REUNIFY CHILDREN IN WAR AMP DISASTER ZONES. THIS SITUATION,neutral
GREAT JOB  ANNABELL AMP POPPY,positive
WONDERFUL FINGERS CROSSED FOR THE LIL SPIKE.,positive
THIS IS MADNESS,neutral
THANKS ALISON.,positive
FABTASTIC,neutral
THATS THE MENU SORTED THEN  CURRY CUSTARD AND CRAFT ALE,neutral
CHOCOLATE CRINKLES IS A FILIPINO VERSION BISCUIT THAT IS CONSIST OF MAINLY COCOA ANDOR DARK CHOCOLATE WITH ICING S,positive
DEAR WES THE PRICK. MEGAN WILL DO YOU OVER. REGARDS,neutral
WILL DO,neutral
THANKS FOR COMING TO SPEAK WITH US TODAY  HOPE THE BROADCAST WENT WELL. GREAT TO MEET YOU AND ALWAYS HAPP,positive
I CANT BELIEVE I WAITED SO LONG AND NOW ITS OVER,negative
ANNOUNCE A NEW TOUR,positive
THE PERFECT DESCRIPTION OF 2018,positive
MY LATEST BLOG EXPLORES DREAMS...AS A CHILD WHAT DID YOU WANT TO BE OR DO WHEN YOU GREW UP 30 YEARS AGO I WOUL,positive
THAT MAKES SENSE PRESUMABLY THE WEEDS ARE MORE TASTY TOO.,positive
MOST DEFINITELY IS XXX,positive
LETS GET THIS G I V E  A W A YTO 100 RTS TONIGHT GET TAGGING OTHERS,neutral
GREAT PICTURE,positive
TBH IVE NEVER WAITED AT A POLAR UNIT EITHER BUT I KNOW THE ONE TIME I DO ILL BE IN TROUB,negative
TONIGHT MY  TRAVELS TAKE ME TO THE HISTORIC   FOR,neutral
MY SOCIAL STATUS DEFINITELY QUIRKING CLASS...,positive
WHATS THAT ALL ABOUT,neutral
GOOD LUCK TO ALL THOSE WOUNDED INJURED AND SICK VETERANS WHO HAVE BEEN SUPPORTED INTO NEW JOBS BY THE POPPY FACTOR,positive
WHEN YOU ARE EXCITED TO WATCH ENGLAND AND THEN YOU GET THIS..,positive
WELL DONE ALEX,neutral
KEEP SHINING,neutral
HAVE A LOVELY EVENING ZAK HAPPY BIRTHDAY  X,positive
2.1 MILES IN 22 MINS IN 27 DEGREES. ILL TAKE THAT,negative
IM SURE  WILL BE SEEKING REVENGE MR GEORGE,positive
GOOD IDEA,positive
OUR NORTH WEST COMMUNITY TEAM ARE UNDERTAKING OUR FIRST SOCIAL CARE RESEARCH INTO SUPPORTING PEOPLE TO CO,positive
IM  FOR  NOT THROUGH TO KNOCKOUTS BECAUSE THEY HAVE MORE  THAN  FIRST TIME IN 26 YEARS THERES NO AFR,positive
MY DAD WILD AT HEART  VIA,positive
SUNNY ASCENO AFTERNOONS AMP  FROM THE WONDERFUL  .   THE THOUGHT HOUSE PARTN,positive
THIS LOOKS LIKE A GREAT OPPORTUNITY WITH A FAB DEVELOPMENT TEAM INCLUDING THE BRILLIANT ...,positive
THANKS BETH AND THANK YO,positive
THANK YOU THERE WILL BE PLENTY OF CELEBRATING,neutral
IVE LOADED SHOPPING BASKETS ON PLT AND ASOS READY FOR PAYDAY TOMORROW,positive
WHEN ONE OF YOUR FAVOURITE ARTISTS PREMIERS A NEW STYLE THAT HAS YOU SO EXCITED ALL YOU WANNA DO IS SPEND THEM DOLL,positive
THIS IS SUCH A LOVELY PROJECT VERY LUCKY TO LIVE IN LEVENSHULME,positive
IM SORRY BUT WHY ARE PEOPLE TWEETING THINGS LIKE THIS I WANNA KILL MYSELF DO PEOPLE NOT REALISE HOW MANY PEOPLE,neutral
EX PAT,neutral
FUCKING LOVE THIS  DRINKING A CITRUS PARADISI BY  AT,positive
I COULD LEGIT BE FRIENDS WITH DANNI AND GEORGIA,neutral
YOU HAVE A POINT.,neutral
DEMONSTRATING WHY BOYS ARE SHALLOW DICK HEADS AND ARE NEVER HAPPY WITH WHAT THEYVE GOT SINCE 2015.,negative
SOUNDS RIGHT UP MY STREET TYPICALLY IM AWAY NEXT WEEK BUT WOULD LOVE TO COME ALONG ANOTHER TIME,positive
LOVELY EVENING  WITH  AS MY CHAPERONE     VAMPA MUSEUM,positive
SORRY NO ITS NUMBER 4. YOULL ALREADY HAVE READ THAT ONE REX.,negative
HAVE YOU READ THIS ONE,neutral
FINE BY ME,positive
IVE SEEN THE PICTURE,neutral
ITS A FULL BLOND TINT. BIZARRE.,positive
HAD TO TURN IT OFF COULD T STA D PIERS ANY LONGER ITS A NO FROM ME,neutral
NOOOOOOOOOOOOOOOOOOOOOO X MILLIONS,neutral
FANTASTIC OPPORTUNITY TO WORK WITH A GREAT TEAM,positive
LOOKS DELICIOUS,positive
OHHHH I NEED TO GET IN TOUCH THANK YOU,neutral
I WANT TO SEE THIS DEMO OF MAGGOTS DOING THEIR WORK,neutral
STILL WOULDNT TAKE YOUR ADVICE,neutral
CANT WAIT TO GET MY MATCHA BOI IN THE POST,neutral
BIRKENSTOCK THEY MOULD TO YOUR FEET AFTER A FEW WEARS AND ARE SOOOO COMFY,negative
THEYRE A BIT MORE EXPENSIVE BUT THEY LAST AGES HAD MINE 2 YEARS AND STILL GOOD AS EVER X,positive
ANYONE WANT TO AVOID THE FOOTBALL AN COME KEEP ME COMPANY ON A WALK TO THE BEACH THEN PLS DO X,neutral
ANYONE WANT TO AVOID THE FOOTBALL AN COME KEEP ME COMPANY WALKING SPENCER ON THE BEACH THEN PLS DO X,neutral
SOME OF OUR SUPER PSYCHOLOGY GRADUATES THIS AFTERNOON  CONGRATULATIONS AND ALL THE BEST FOR THE FUTUR,positive
NOW DONT DO IT AGAIN,neutral
OH YES,neutral
I WILL HAVE THE ONE NEXT TO HIM,neutral
YOU SNOOZE YOU LOSE,neutral
WHATS THIS ON THE SINK I ASK HUBBY ITS THE DISHWASHER FILTER I AM CLEANING IT HE REPLIED SEEN AS YOU DONT KNOW W,neutral
MY GARDENER FETCHES MY MILK SUCH A NICE LITTLE MAN,positive
YOU SNOOZE YOU LOSE,neutral
I DONT KNOW YOU MAY NEED TO LOOK AT THE INSTRUCTIONS THATS MAINTAINENCE AND I LEAVE THAT UP TO HIS NIBS,neutral
I THINK DELPH DID OK,positive
REALLY WANT BRAZIL TO WIN THE WORLD CUP .,positive
2 TICKETS FIR LIAM GALLAGHER TOMORROW FINSBURY PARK ... OFFERS ..,positive
TIME TO TURN THE TELLY OVER ...,neutral
IN MY DEFENCE I DIDNT KNOW HED PAUSED IT FOR ME AND AFTER SUCH A SWEET GESTURE I DONT HAVE THE HEART T,positive
A SUMMER OF COLOUR STARTS TODAY        PORTOBE,neutral
NO PROBLEM RED BROTHER,neutral
WHO EVER IS IN CONTROL OF  TWITTER IS ACTUALLY MY HERO AND KIND OF LIFE GOALS FOR SASS,positive
I WAS GENUINELY EXCITED FOR THIS GAME NOW NOT SO MUCH  8 RESERVES OUT FOR ENGLAND AND 9 FOR BELGIUM,positive
KEEPING IT SIMPLE SPINACH AND CHERRY TOMATOES SAUTED WITH OLIVES AND 1TSP OF THE OIL PAN SEARED HALLOUMI BAKE,neutral
YOU HAVE A RIGHT TO KNOW HIS SUPPORT,positive
THAT IS SUCH COMMON PRACTICE MY BROTH,negative
IT USED TO BE RUBY  BECAUSE APPARENTLY IM LIKE A PRECIOUS STONE BUT NOT PURE ENOUGH TO BE A DIAMOND,positive
MINE TOO. ITS SO SAD.... HOWEVER THIS TWEET MAKES ME THINK WE ARE OVERDUE A BREW XX,negative
WE MANAGED 5 SECONDS AND AS SOON AS PIERS MORGAN CAME ONTO THE TV WE DIVED AT THE REMOTE PDQ,negative
THAT OR SLAPPING HIM IN THE FACE WITH A FISH.,neutral
ABSOLUTELY.... THE FOOTBALL CHANT THAT GOES YOU DONT KNOW WHAT YOURE DOING,positive
HAHA WHAT DIRECTION WERE YOU GOING IN,positive
WHAT THE HELL,neutral
IM SO CONFUSED BY THIS BUS FULL OF PEOPLE. ITS LIKE ITS NOT SWELTERINGLY HOT. MOST PEOPLE ARE WEARING HOODIES. A,positive
PERFECT,positive
THESE PEOPLE NEED MEDALS XX,neutral
SAME TABLE AS SUNDAY IN BENJAMIN HUNTSMAN SEE U SOON INNIT X,neutral
MIGHT HAVE MY WEDDING RECEPTION IN A WETHERSPOONS TBH,neutral
PITCHERS AT MY WEDDING,neutral
PACKING IS SUCH A BLOODY CHORE,negative
APPLE TANGO IS SUCH AN UNDERRATED DRINK,neutral
AMAZING NEWS  WELL DONE TO ALL CLUBS AND,positive
OHHH SHATTTT UP YOU FINEEEEE MUMMA XXX,neutral
KNEW THAT WOULDNT LAST LONG,negative
KNOW YOUR SHIT,negative
NEVER SEEN A TRUER TWEET IN MY LIFE,neutral
CAN ANYONE RECOMMEND CHEAP AIRPORT PARKING SITES FOR MANCHESTER AIRPORT,positive
HAPPY BIRTHDAY BEAUTIFUL GIRLHOPE YOURE HAVING A LOVELY DAYXXX,positive
ITS BEEN 27 DEGREES IN CARDIFF THE LAST COUPLE OF DAYS AND  AND I ARE SAT DYING IN THE LIVING ROOM IN OU,neutral
US RN,neutral
LOL AMP ALSO NEYMAR WHO ON HIS OWN PRETTY MUCH CARRIED THE BURDEN OF A HOME TOURNAMENT,positive
IM OK WITH LOSING THANKS TO THIS,positive
YES BUT I DO THINK THE 71 LOSS WAS ANOMALY LARGELY SPARKED BY LOSING A TALISMAN. THE,positive
HELLO HOW DO I GO ABOUT APPLYING FOR STUDENT FINANCE AS I WILL BE STUDYING WITH YOU FULLTIME FROM OCTOBER,neutral
I THINK I ACTUALLY HAVE A BIT OF A TAN GOING ON. IM SHOCKED,negative
I THINK IM ACTUALLY STARTING TO LOOK A BIT TANNED. IM SHOCKED,negative
IM DOING ALRIGHT THANK YOU CHEST IS STILL PAINFUL BECAUSE IVE GOT SOME INTERNAL BRUISING BUT TH,negative
THE ADRENALINE LOVE ISLAND CAUSES ME IS NOT OK. HEART IS ABSOLUTELY RACING CANT COPE,positive
IF JACK GETS TO CLOSE TO HIS EX,neutral
I REALLY HOPE NOT I LOVE HIM WITH DANI,negative
ALEX LITERALLY HAS NO IDEA WHAT HES IN FOR,neutral
JOSH,neutral
WHEN YOU HAVE THE BEST GIRL IN THE OTHER VILLA......BUT STILL WANNA CRACK ON WITH SOMEONE ELSE....,positive
GREAT FUN AT THE BLACKBURN WITH DARWEN COUNCILS ANNUAL ROUNDERS TOURNAMENT      WITTON COUN,positive
THANKS SO MUCH BABE,positive
WISH I WAS STILL AT HALLS JUST TO STEAL ELLAS CLOTHES,neutral
CANNOT WAIT TO SEE THESE EGGS,neutral
FUCK YES GEORGIA,negative
SHUT UP WES YOU LITTLE WEASEL,negative
LIVE SCENES OF TWITTER SUPPORT RUNNING AWAY FROM THE 1 MILLIONTH LOCKED ACCOUNT,positive
LIVE SCENES FROM TWITTER SUPPORT HQ,positive
HANG ON MOST OF GIRLS WITH MORE FRIENDS ARE JUST SHITTY IN GENERAL THOUGH IM GOOD HAVING 2 GIRL FRIENDS AND TH,positive
HAVE YOU CHECKED YOUR JUNK MAIL,neutral
DAMN HOW LONG HAVE YOU BEEN LOCKED FOR,negative
U SO BEAUTIFUL,positive
AM SO GLAD THE MUTE BUTTON WAS OFF WHEN I WAS SWEARING ABOUT FEEDBACK AND MY HEADSET DURING TODAYS CONF CALL,positive
MORTIFIED. WAS SCREAMING AT  AS WELL,neutral
MORE TO FOLLOW SOON,positive
HATE TO SAY IT SCOTT BUT YOUR MAN LOOKED V LUMBERING  AND SLUGGISH. AND HES LOST A LOT,negative
HAD THE BEST COMPLIMENT FROM A POTENTIAL CUSTOMER TODAY WAS SOOOOO LOVELY.  HAPPY DAYS,positive
REALLY EXCITING TIMES,positive
KNOW SOME KEY FACTS BUT FANCY LEARNING MORE ABOUT GENDER BASED VIOLENCE TOTALLY NEW TO THE TOPIC AND WANT A FLAVOU,positive
S E A  W A L LGENTLE WORDS.... NO CLUE GIVEN AS TO THE DEPTH HUMOUR HUMANITY AND DEVASTATION THAT CAN BE SHARED,neutral
DONT GIVE A SHINY SHIT ABOUT ANY FLAVOUR GIN GET ME A RUM NOW,negative
WE KEEP THIS LOVE IN A PHOTOGRAPH,positive
S BIGGEST FAN RIGHT HERE. LEXI AGED 5 LOVES  AMP THE WHOLE CAST. I THINK SHES MEM,positive
BALCONY GARDEN IN BLOOM   STONE STOKEONTRENT UNITED KINGDOM,neutral
CANT WAIT SOUNDS GORGEOUS,positive
THIS IS FANTASTIC  AWESOME  GOOD LUCK WITH SHORTLISTING YOU ARE WINNERS TO ME,positive
EVERYONE SEEMS TO BE LOSING WEIGHT BAR ME FAT PIE X,neutral
WHICH OFFICE DO YOU HEAR THESE BIZARRE THINGS,positive
910 FOR MAINTAINING A CLEAN FLUFFY CHEST AND BELLY.1 POINT DEDUCTED FOR BEING A SHOW OFF,positive
ILL BE PAYING MORE ATTENTION TO THESE FROM NOW ON..,neutral
PROF  AND HIS FASCINATING CAREER TRAJECTORY PLUS HIS DREAMS FOR FUTURE REPRODUCTIVE HEALTH JUSTICE,positive
PROF  AND HIS FASCINATING CAREER TRAJECTORY PLUS HIS DREAMS FOR FUTURE REPRODUCTIVE HEALTH JUSTICE,positive
NO. HOW IS THAT ALLOWED TO HAPPEN,neutral
TRUE,positive
I DONT UNDERSTAND WHY YOU DONT GIVE OUT WATER FOR THOSE TRAVELLING ON THE OLD RED TRAINS ITS HORRIBLE,negative
HI MY MUM IS ON A COACH WITH YOU FROM BLACKPOOL TO EXETER AND HAS A CHANGE AT BIRMINGHAM BUT THE B,neutral
WHO THE FUCK SAID THIS TRENT KID COULD TAKE SET PIECES,negative
WHY DONT YOU STICK TO COMMENTING ON ISSUES YOU KNOW SOMETHING ABOUT  LIKE SUPPRESSING THE PROLET,neutral
CLASS IT AS A MIX OF SEX ED AND FEMALE EMPOWERMENT,neutral
IM NOT TRYING TO BE DIFFERENT AT ALL BUT LIKE I DONT SEE THE HYPE OR APPEAL AROUND DRAKE IN ANY WAY,neutral
MY HUSBAND LOOKING LIKE A SNACK WITH HIS NEW GLASSES.,positive
TOO MANY HIDDEN AGENDAS...,positive
YH I LOVE GEORGIA,positive
IS IT JOSH.,neutral
WTF GET IN MY BED,negative
SHE CUTE,positive
ARGHHHH SO EXCITED. WE CAN GO ON DRIVE TOMOZ AND GET SOME MUNCH AND COCKTAIL SHIT  GO BALCKPOOL AN,positive
OMG I HAVE A PICNIC BLANKET WE CAN TAKE WHAT I BOUGHT IN BARCELONA FROM LUCKY LUCKY MEN ON BEACH,positive
I LOVE GEORGIA,positive
WHAT AN AMAZING SINGER,positive
WHATEVER THE SITUATION WHOEVER IT IS  IS INCREDIBLY EMPATHETIC...AND AUTHENTIC,positive
SERIOUSLY THANKS FOR SHARING... ASHAMED TO SAY IT MADE ME,positive
ABSOLUTELY FANTASTIC PROGRAMME SUCH A JOY TO WATCH YOU AND PAUL MESSING ABOUT AND VERY OCCASIONAL,positive
THE INCREDIBLE INCOMPETENCE OF OUR PRIME MINISTER EVERYONE. THERES ABSOLUTELY NO HOPE OF A SUCCESSFUL BREXIT WITH,positive
AT LAST IM SO PLEASED TO SEE JUSTICE FINALLY BEING SERVED.,positive
CRIKEY GOOD LUCK WITH YOUR SNAPTAT,positive
HEY NOW HEY NOW NOW SING THIS CORROSION TO ME,neutral
OK WELL THANK YOU FOR YOUR THOUGHTS PLEASE DO ENJOY YOUR EVENING.,positive
BOWIE REALLY SUNNY AND WARM BUT THIS MORNING WAS FOGGY.   CUTTY SARK,positive
OH YOURE REALLY SPOILING US NOW,positive
ENGLAND 3 BELGIUM 3,neutral
ENGLAND 3 BELGIUM 2,neutral
HAD LOTS OF FUN WITH SUNSENSE AT  HOPING TO BE YOURE LUCKY WINNER,positive
YAY  COUNT ME IN PLEASE,neutral
AMAZING GLAD YOU FOUND IT USEFUL,positive
WHAT A MISTAKE,neutral
FUCKING HELL TONY THOUGHT YOURE SCOUSE NOT ENGLISH SO WHY YO,negative
OOH THANK YOU I NEEDED THAT,neutral
BELIEVE ME IF MY FLIGHT WAS DELAYED ANY FURTHER I WAS ABOT TO RUN BACK THROUGH PASSPORT CONTROL,neutral
AMAZING. I USED TO TELL PEOPLE MOLLY RINGWALD IS MOM. SHE IS NOT.,positive
OH DAMN. THIS MAKES ME WANT MORE PIEROGIS.,positive
WHY DONT YOU MAKE ANY EFFORT WITH ME ANYMORE MAYBE BECAUSE IM SICK OF PUTTING ALL THE WORK IN FOR PEOPLE AND B,negative
THE 13TH SONG ON THE SCORPION B SIDE IS ABOUT ME YOU HEARD IT HERE FIRST,positive
THESE ARE AMAZING,positive
BOYFRIEND SHALL WE GO FOR A WALK AFTER DINNERME THERES FOOTBALL ON...,neutral
GOING TO MISS HIM DOWN THE GATE,negative
BRING IT ON. MAREEP AND BULBA I MISSED FEW,negative
THIS IS EXACTLY WHAT I MEANT ABOUT  BEING WRONG CHOICE N LOSER AND  CORRUPT WHENEVER WE BEAT SMA,negative
THERES MORE THAN ONE USE FOR A TOOTH BRUSH  WARMING UP FOR THE DEPRAVITY AHEAD,positive
SHURRRUUUPPPP ABOUT THE FECKIN WORLD CUP  DO NOT COME BACK WITH IF ONLY SCOTLAND...... OR ILL BATTER YE,negative
OOOH YER SAE BRAVE ON THE OTHER END OF A PHONE BET YA WOULDNAE SAY THAT TAE MA FACE  CMON ANDY......NEXT WEEK,positive
WHY THEY KEEP HIRING  THIS GUY TALK TRAS.,neutral
GREAT EVENING FOR A WALK UP A STEEP WEE HILL WITH MY NUMBER ONE DOG AND JEANIE CHEERS   DUMGOYNE,positive
JUST DOWNLOADED IT,neutral
LUNCH  COVENT GARDEN LONDON,neutral
COULD YOU PLEASE MAKE WEBBING STICK AROUND LONGER IN BOTH REAL TIME AND CUTSCENE SCENARIOS PLEASE TH,positive
HUFF LT3,neutral
NODDED OFF THERE FOR A BIT,neutral
AFTER 50 MINS ON HOLD AT 17.52 MY CALLS CUT OFF FEW SECONDS IN. RANG BACK JUST GET IN QUEUE BEFORE LINE SHUTS,negative
ABSOLUTELY DISGUSTING I WILL BE WRITING TO MY MP AMP LODGING A FORMAL COMPLAINT,negative
I HAD ALWAYS FIGURED THAT WAS YOUR HOME ALREADY AND FIGURED  SATAN WAS YOUR BIATCH,neutral
WERE HERE WERE HERE SO ITS BRAIN FOG SO IVE FORGOTTEN HOW TO STEER....OOOPSTRUE STORY,neutral
WERE HERE WERE HERE SO IS BRAIN FOG SO IVE FORGOTTEN HOW TO STEER TRUE STORY,positive
I AM VERY SORRY FOR THAT. I WISH BETTER GUNS FOR YOU IN THE FUTURE NOBODY DESERVES TO,negative
THIS IS SO FUNNY AND CUTE.,positive
SUCH AN ACCUSATION NOT MANY MONTHS AGO. AS YET THERE HAVE BEEN NO OFFICIAL POLICE REPORTS,negative
ACQUAINTANCE OR ANYONE.,neutral
SO WHAT ELSE DID HE SAY BC YOU ANSWERED ANOTHER PERSON AND HE SAID SOMETHING ABOUT DUDES RUNNING AROUND,neutral
YEAH I REALISE THAT NOW WITH AGE HENCE WHY I AM SO GLAD NOW I COULDNT JOIN UP. I HAD A VERY IDEALIST,positive
VS  WHAT COULD GO WRONG APART FROM THE FACT THAT  WILL HAVE THE GAME OF HIS LIFE,negative
WTF IS THIS,negative
,neutral
KAREN AND MARK LISTENING IN WILTSHIRE AS ALWAYS  HARD WORK ON YOUR OWN. GOOD LUCK DILLY DILLY,positive
SO CHUFFED TO HEAR OUR BILKO BACK WHERE HE BELONGS,neutral
JOE WAS ON HIS OWN SO BILKO OFFERED TO JOIN HIM X,positive
TODAYS CHALLENGE FOR HOPE WAS AMAZING  TOTALLY PROUD OF EVERYONE. CONQUERED A HUGE FEAR,positive
SO DONE TIME TO FOCUS ON MYSELF,neutral
SORT THE FAMILY COURTS OUT  THEY CAUSE MENTAL ILLNESS AND SUICIDE.,negative
OR THEY COULD HAVE BYPASSED ALL THAT AND GOT A JOB INSTEAD OF UNI AND NOT BEEN IN DEBT....,neutral
NOT UNTIL SHE DELIVERS BREXIT.,neutral
MARADONNA IS NEVER GETTING IN... OR BECKHAM. HE GOT RED. PETULANT CHILD. DONT LET HIM IN.,neutral
NEYMAR  HES A NICE BOY,positive
ENGLAND. MY ENGLAND....  SORT YOUR FUCKING SELVES OUT.,negative
AGREED.,neutral
AT LEAST YOU HAVE A DECENT LEADER... YOULL PROBABLY BE OK IF HE STAYS 2 TERMS.,positive
WHAT,neutral
LETS GO AND FUCKING WIN THE GROUP,positive
MALMESBURY WILTSHIRE UNITED KINGDOM,neutral
THIS IS SICK IDC,negative
WHEN YOU DROP TOP BLOWING ON THE MOTORWAY AND LOSE A COUPLE GARMS THAT WERE ON THE BACK SEAT.,positive
LOOKING FORWARD TO OUR VISIT,neutral
EVENTS ARE MOVING RAPIDLY.  WE HAD AN EXCITING SPORTS DAY IN BRILLIANT SUNSHINE YESTERDAY.  HOUSE CRICKET HAS JUST,positive
STRING SHOWCASE  GREAT INDIVIDUAL PERFORMANCES.  NOW WE HAVE A MASSED STRING ORCHESTRA PLAYING PURCELLS RONDEAU F,positive
COLUMBIA MIGHT VERY WELL SURPRISE ENGLAND ON TUESDAY. AND THEN THE HAMMER FALLS ON SOUTHGATE FOR SCHEMING AND PLOTTING.,positive
SO  JUST LABELLED THE PANAMA TEAM AS USELESS ON NATIONAL TV. .IS THIS OKAY,neutral
REALLY TERRIFIC PLAY FROM TEAM 1 TONIGHT ESPECIALLY THE DEFENSIVE PRESSURE FROM THE WHOLE TEAM. SOME EXCELLENT THR,positive
SENEGAL DESERVED TO GO THROUGH,neutral
ITS REALLY ODD THAT IN MY NWLONDON AREA THE CCG MEDICINES MANAGEMENT LEADS BELIEVE THAT IT IS  THAT ADD,negative
ITS EVEN WORSE THAN I FIRST THOUGHT,negative
HES BACK,neutral
FUCK SAKE,negative
RASHFORD YOURE FUCKING SHIT,negative
ALL THE BEST,positive
OTHER CLUBS REALLY TRY IT IN 500000 IS A JOKE OF AN OFFER. MCNULTY KNOWS CITY HAVE AMBITI,positive
DRIVING HOME IN THE SUNSHINE WINDOWS DOWN WORLD IN MOTION ON REPEAT ON FULL BLAST,positive
DRAGGING MYSELF TO THE BAR. THATS BIW LIT TODAY WAS...,neutral
QUALITY,neutral
MY DISCOUNT CODE ISNT WORKING,neutral
CHEERS FOR FOLLOW,neutral
