@relation sentimientos
@attribute 'text' string
@attribute 'class' {positive, neutral, negative}
@data
GEORGIA MANNN NEVER DROP YOUR SIDE TINGS,neutral
NAH JOSH AND KAZIMIR LOOK GOOOOOD,neutral
JACK DID NOT JUST DO A MARCEL,neutral
NOT IN THE TALKING STAGE,neutral
COLOMBIA AND BRAZIL OR JAPAN  SWITZERLAND SWEDEN. NOT ONE BIT OF ADVANTAGE IN WINNING THE GROUP AT ALL,positive
I ALSO THINK WE WOULD GET DONE OVER BY COLOMBIA,neutral
BE HAPPY EITHER WAY. THINK WE BEAT JAPAN COMFORTABLY AND LOSE TO BRAZIL MORE CHANCE OF US LOSING TO COL,positive
I THINK COLOMBIA WILL DO US I REALLY DO,positive
AH GOT NO PROBLEM WITH RESTING OR THE FACT WE LOST JUST THE PEOPLE WHO ACTUALLY WANTED US TO LOSE HA,neutral
WISER WORDS HAVE NEVER BEEN SPOKEN,neutral
I FEEL FOR A COUNSELLING STUDENT MY DECISION IS TOO RECKLESS BUT ALSO NONAVOIDABLE,neutral
NOT EVEN A MASSIVE LOVER OF FOOTBALL BUT IF IT INVOLVES GOING TO THE PUB ON A NIGHT LIKE THIS I REALLY DO NOT MIND AT ALL,negative
WHOS HE APPARENTLY SIGNING FOR,positive
HOPE THEY STICK KANE IN AT SOME POINT,neutral
TRAVELLING BACK FROM DERBY SHOULD BE A DODDLE. IM EXPECTING A CLEAR RUN,positive
GOTTA BE A SWEATY TO RLC LIKE,neutral
I AM DOING A BIG FAT SAD,negative
COME BACK,neutral
LONDON 921PM SUNSET,neutral
CURRENT WEATHER IN LONDON CLEAR SKY 20C53 HUMIDITY WIND 4KMH PRESSURE 1023MB,positive
GETS SENT HOME FROM WORK CAUSE IM ILL AND THEN ORDERS A CHINESE TO MAKE MYSELF FEEL BETTER,neutral
THE PUB SOUNDS A GOOD IDEA,positive
TRAITOR  XOXO,neutral
IM AT  AMP CO IN LONDON GREATER LONDON GREATER LONDON W,positive
OFFICIALLY MADE IT THROUGH MY FIRST YEAR OF COLLEGE,positive
YOU DID VERY WELL THANK YOU  THIS IS A BEAUTIFUL DRAMA  TAKE CARE OF YOU NOW  I LOVE YOU,positive
MY BOYFRIEND TOTALLY NEEDS TO DO THIS FOR ME BACKS KILLING,neutral
OH...IF YOU DO THAT I REALLY OUGHT TO BE EXECUTIVE CONSULTANT...,positive
IF  IS PROVIDED ANYTHING IS POSSIBLE,neutral
IS HENRY FISHING FOR A GAME OF DARTS WITH GARY CAHILL,negative
ID LIKE TO SEE EACH OF THE THREE SERIES EDITED INTO A FILM OF TWO HALVES,neutral
TERRIFYING FOR WAP HES A GOOD GUY REALLY.,negative
ITS JORDAN PERRIN,neutral
IVE CHANGED MY MIND LETS BEAT THESE BELGIANS AND WIN THE GROUP,positive
MARTINEZ WANTS SECOND PLACE THEN JUDGING BY THAT BELGIUM TEAM,positive
ME AND ME MUM AND ME DAD AND ME GRAN AND A BUCKET OF VINDALOO,neutral
RASHFORD HAS TO SCORE THAT,neutral
WINNING THREE SATURN AWARDS,positive
PROPER UP FOR THIS GAME TONIGHT,negative
BIG BILLY WHITEHURST MUST LOOK AT  AND THINK WHAT HAPPENED TO MY 100 CAPS,neutral
GEORGIA WAS SO LOYAL TO JOSH AND HE JUST WASNT THE SAME BACK,positive
I FEEL YA NOT LONG NOWWW,positive
SEE YOU SOON,neutral
IM NOT SURPRISED PAIGE,negative
I MEAN IF MY METRO COULD JUST GO STRAIGHT THROUGH TO SHIELDS THAT WOULD BE FAB FIZZING FOR A MALIBU,negative
MUMS TOLD ME TO HURRY UP AND GET READY CAUSE SHES SICK OF WAITING. IM NOW SAT ON THE SOFA READY AND WAITING,negative
I WANT. I WANT . I WANT.,neutral
TELL ME SOMET A DONT KNOW,neutral
SHE SENT ME A SMILEY FACE IN AN EMAIL AND ONLY PEOPLE WHO ARE PRETENDING TO BE GOOD GUYS DO THAT... SWISH,positive
SUPER RELAXED RIGHT NOW ON  SPA BREAK AT  FAB SERVICE SO FAR AND LOVED MY TREATMENT,positive
MY 30TH,neutral
WANTED TO TOP THE GROUP BUT THE OTHER HALF OF THE SCHEDULE IS KINDER. SEMIS AND FINAL HOTELS BOOKED IN MOSCOW ON,positive
14 FINAL TICKED ON THE PORTAL NOW CAT 2 AND CAT 1,neutral
YOU GOT THIS BOO DR WARD,neutral
FIND WHERE YOU THRIVELAST NIGHT I JOINED A PANEL TO TALK ABOUT LIFE IN HEALTH STARTUP ALONGSIDE SOME AMAZING WOMEN,positive
THANK YOU EVERYMAN FOR THIS GREAT OUTDOOR CINEMA WERE CURRENTLY WATCHING ROMEO AND JULIET BUT TH,positive
NOW WHAT AM I SUPPOSED TO DRINK ON MY HOLIDAYS,neutral
WHO EVEN WEIGHS UNDER 8 STONE THESE DAYS  SOME LADS MAN,neutral
FEEL AMAZING AND GET INTO THE BEST SHAPE OF YOUR LIFE  JOIN OUR TEAM,positive
EILRAHC THE TIRED HOARDER OF BURGERS AND WINDOWS,negative
OI  VIM TE AMAR AT  IN SOUTH KENSINGTON GREATER LONDON,positive
THE MOONLIT SUNSET COMBO YOU GET IN SUMMERTIME IS ELITE,neutral
SERIOUSLY FUCK FOOTBALL.,negative
THAT JAPAN DRAW COMING BACK TO HAUNT SENEGAL.,neutral
SENDING A TEAM HOME ON BASED ON YELLOW CARDS IS JUST HARSH.,negative
SESSION 20172018 IS OVER,neutral
TEMPERATURE DOWN 22C GT 20CHUMIDITY UP 68 GT 77WIND 4KMH GT 3KMH,negative
WHAT YOU MEAN WHAT ROAD SHOULD  ENGLAND TAKE PLAY A GAME OF FOOTBALL AND FUCKIBG WIN JESUS CHRIST,positive
THAT LINE UP IS A FUCKING JOKE,negative
BRAZIL HAVENT DONE MUCH ITS ANYONES GAME NOBODY STANDS OUT IN THIS TOURNAMENT,negative
GONNA MISS LOVE ISLAND CAUSE I HAVE TO GO OUT TONIGHT,positive
JOSH BEST NOT GET WITH ANYONE,positive
TWAT,neutral
HEAVY THAT SMOKE FROM SADDLEWORTH. LOOKS LIKE ITS BLOWING TOWARDS LIVERPOOL.,negative
FIRST TIME IVE NOTICED HOW MUCH IAN WRIGHT LOOKS LIKE THE GRANDPA FROM THE SIMPSONS,positive
IT HAD ITS GOOD MOMENTS SINGULAR ACTUALLY,positive
DAY N NITE  20.07.18  CLUB COOKIES,neutral
LOOKING FORWARD TO TOMORROW WITH   AND THE LOVELY,positive
SUPER EXCITED,positive
SO HALF HAS COME TRUE AS WE ARE EXCITED,positive
SHES MY GIRL AND SHES AN ACTUAL GOAL,neutral
ONLY 15 HOURS TO GO BEFORE 15  PARENTS AND TEACHERS SET OFF ON OUR  FROM LONDON TO PARIS OVER J,neutral
SO ME,neutral
HIS RESPONSE WAS OUT OF THIS WORLD HE LOOKED AT ME SO SURPRISED AND THEN STARTED LAUGHING WITH AN EXTREMELY PATRON,negative
THAT TIME TSARISTA CAME TO WORK DRESSED AS A HIGHLIGHTER. YOU KNOW ITS BEEN A LONG DAY WHEN THE STATIONARY BANTER,negative
THANK YOU SOOOO MUCH BABE  NEED A LIL REUNION SOON XXXXX,positive
MARTINEZ LOOKS FURIOUS.,neutral
POPE WOULD HAVE SAVED THAT. POOR GOALKEEPING.,negative
HELLO MY ORDER WAS SUPPOSED TO ARRIVE TODAY HOWEVER IT HASNT AND I CANT SEEM TO TRACK IT ORDER NUMBER IS 339581340.,neutral
SUNS OUT PERVS OUT,neutral
SOME GUY IS TALKING TO A WOMAN ABOUT HOW HIS GF WAS 15 WHEN SHE GOT PREGNANT AND HE WAS 20...,positive
AND HES A TRUMP SUPPORTER. WHAT A TWAT.,neutral
SEASON 3 OF WAREHOUSE 13SEASON 2 OF CHARMED SERIES 4 OF DOCTOR WHO,neutral
STAR DECALS ON SIDEWALKS IN MONACO FOR EACH EY ENTREPRENEUR OF THE YEAR COUNTRY WINNERS WERE A BIG HIT.,neutral
IM DRINKING TEA AS FAST AS I CAN,positive
CURRY108,neutral
SCREW NIGERIA,neutral
WHEN THEY WERE KILLING IPOB AND NDIGBO YOU WERE ALL LAUGHING AND HAILING PYTHON D,neutral
WHEN YOU TELL ME THE RIGHT TIME I WILL DEFINE THE PEOPLE FOR YOU.,positive
DICK,neutral
IS OUR NATIONS LEGEND,neutral
ALEXANDERARNOLD IS ACC SHIT AT SET PIECES,negative
IM BACK IN THE OFFICE FROM TODAY AFTER A WELL NEEDED TIME WITH FAMILY AND FRIENDS IF YOU GOT MY OUT OF OFFICE REP,neutral
COULDNT THINK OF A BETTER COURSE TO WIN LECTURERS WHO ARENT AFRAID TO NOT SUGAR COAT AND ACTUALLY PUT YOU IN A G,positive
THE QUICK REACTIONS OF EVERYONE AROUND RESTORED MY FAITH A LITTLE BIT,positive
UP THE ENGLAND.,neutral
YOU DONT EVEN KNOW WHO FELLAINI IS.,neutral
DONT WORRY LADS ITS STILL COMING HOME. UP THE ENGLAND,neutral
I NEED TO TELL YOU SOME GOOD NEWS TOO,positive
DAMN  ARE REALLY OUT HERE KILLING IT WITH THEIR LINEUP OF UK QUEENS THEYVE LITERALLY GOT ALMOST ALL O,positive
AFTER DERRIDALITERATURE THEORY AND CRITICISM IN THE 21ST CENTURYEDITED BY JEANMICHEL RABAT,neutral
I WAS RAISED SCOTTISH AND EVEN I ACTUALLY WATCHED IT DID YOU KNOW HARRY KANE IS THE GOAL ATTACK,neutral
HAHAHAHA MADE ME LOVE IT EVEN MORE,positive
GOTTA SCORE,neutral
CLAIRE AM HOWLING AT THIS,neutral
THANKYOU  XXX,neutral
HAVE HAD A SUPER PRODUCTIVE DAY AT WORK,positive
YECATS THE ECSTATIC HOADER OF CHEWING GUM AND HUSBANDS,neutral
HAYFEVER CAN DO ONE TODAY,neutral
MY ANXIETY MAKES ME FORGETFUL IT ANNOYS ME WHEN THIS FLARES UP AS NORMALLY I AM ORGANISED XX,positive
THANKYOU FOR THE RT,neutral
JUST WHEN I THOUGHT IT COULDNT GET ANY BETTER,positive
IS IT GONNA BE AVAILABLE HERE AND EUROPE,positive
YOU LEGEND HA,neutral
I WAS HOLDING IT IN MY HAND ON MONDAY AFTER WORK AND CANT EVEN REMEMBER WHERE I LEFT IT,neutral
WHAT,neutral
WHAT HAPPENED,neutral
OH MY CHRIST I HAVENT WATCHED IT TONIGHT PURELY FOR THIS REASON,positive
OH NOOOO THEN THE POSTCARD WILL GO BACK TO THE VILLA,neutral
OKAY IM NOT WATCHING UNTIL THEY ARE BACK IN THE VILLA I DID THE SAME LAST YEAR,positive
LOVED SPEAKING TO THESE STUDENTS TODAY ABOUT THEIR PROJECTS. THEIR SKILLS ARE ANOTHER LEVEL ILLUSTRATION PROGRAMM,positive
I SAW YOUR NAME ON THE SIGN IN LIST HAHA IM SO INSPIRED BY THEM AS I ALWAYS AM WHEN I VISIT,positive
MY  FOR  IS FLICKER WORLD TOUR BY,neutral
FLICKER WORLD TOUR,neutral
MY  NOMINATION FOR  IS,neutral
MY  FOR  IS FLICKER WORLD TOUR,neutral
CMON ENGLAND,neutral
IS THIS SOME SORT OF SICK JOKE,negative
YOU KNOW,neutral
HI RSPB ANY CHANCE YOU CAN DM ME SO I CAN DISCUSS SOMETHING WITH YOU PLEASE,neutral
YESYES YES YES.HOW ARE YOU GUYS X  SO LOOKING FORWARD TO GETTING MORE MERCHANDISE FROM YOU X,positive
TELL YA WHAT GOOD EVENING BRITAIN  UNREAL,positive
TODAY IS THE MOST BEAUTIFUL DAY EVER,positive
SORRY WHO ARE GERMANY PLAYING NEXT AGAIN OH THATS RIGHT,negative
GOT SO MUCH RESPECT FOR COREYS THEY COULD EASILY LET ANYONE IN AND SELL WHATEVER TO GET MORE MONEY BEHIND THE BAR,positive
WHEN YOUR BEST FRIEND IS CRYING OVER A BOY AGAIN AND YOUVE JUST ABOUT HAD ENOUGH.,positive
THIS IS DOGSHIT,neutral
OK BIG QUESTION STUDENTS WHAT ARE WE SAYING..,positive
EATING A SOLERO WITH A HOT WATER BOTTLE ON MY TUMMY STRUGGLES OF THE HEAT AND BEING A GIRL WITH PAINS,positive
GOING THROUGH OLD PICS IS DEPRESSSSSSING,positive
PIZZA HUT KEEPS TEXTING AND ITS SO TEMPTING TO GET SOME,neutral
COCO IS EMOTIONAL AF,neutral
AH COOL WHAT WE LOVE ABOUT  IS THAT IT INCLUDES AN ECOMMERCE FUNCTION WHICH,positive
HEAD OFFICE IS GERMANY IVE ACTUALLY VISITED IT IN HAMBURG OVER 20 MILLION WEBSITES HAVE BEEN CREA,neutral
STILL CANT BELIEVE YOUR GONE  KIRSTYHORN91  ST MARYS C OF E PRIMARY SCHOOL,positive
GREAT TO SEE THE BBC HOSTING A VARIETY OF SHOWS IN HONOUR OF OUR  TURNING 70 THIS YEAR. CURRENTLY ENJOYING WAT,positive
GREAT TO SEE THE BBC HOSTING A VARIETY OF SHOWS IN HONOUR OF OUR  TURNING 70 THIS YEAR. CURRENTLY ENJOYING WA,positive
GREAT TO SEE THE  HOSTING A VARIETY OF SHOWS ON THE  IN HONOUR OF OUR NHS TURNING 70 THIS YEAR. CURRENTLY E,positive
WHYS MY MUM TALKING FOOTBALL TACTICS TO ME LIKE SHE HAS A SCOOBY WHAT SHES TALKING ABOUT,neutral
ITS STILL COMING HOME DONT BE LIKE THAT,neutral
WTF BARE WANNA GO FOR A CUTE DRIVING RANGE MOTIVE,positive
CANT WAIT FOR COMMUNITY ON SUNDAY GETTING DRUNK IN THE SUNSHINE LISTENING TO GOOD MUSIC IS WHAT I NEED,positive
WHEN YOU SHOOT YOUR SHOT IN HER DMS BUT SHE CALLS YOU BRO,neutral
ONLY LIKE 20 MINS INTO GOOD EVENING BRITAIN AND I LOVE IT LOL DANNYS ONLY BEEN ON 5 SECOND AND IM ALREADY CREASINGXO,positive
AYE SMASHED IT WELL DONE,neutral
WHETHER  WIN OR LOSE YOU ONLY HAVE 3 CHANCES LEFT TO SEE OUR            A MIDSUMMER NIGHTS DREAM,positive
ALSO KNOCKED IT OUT OF THE PARK WITH OUR PRODUCTION PHOTOGRAPHS OF   CHECK OUT THE FULL GALLER,positive
HAHA THANK YOU FOR SAYING FAB THINGS,positive
FUNNY WHAT SHITE PEOPLE TELL YOU ABOUT YOUR CAR WHEN YOURE SELLING IT,positive
TECH HOUSE REMIX,neutral
5 WHEN NIGERIA GOT SENT HOME AND 11 CAUSE ALL 8 AFRICAN COUNTRIES WERE SENT HOME AND IM SALTY,neutral
SHARED VALUES AMP GOALS IS THE FINAL SESSION OF THE MARRIAGE PREP COURSE. THANKS TO ALL THE LOVELY PARTICIPANTS WHO M,positive
WHEN I GOT A LUMP OF COAL IN MINE,neutral
ALL SET FOR OUR  SCREENING AT  GREAT TO HAVE    A,positive
RATHER HAVE KANE TAKING CORNERS THAN ALEXANDER ARNOLD.,neutral
EASY ISNT IT STONES LAST MINUTE HEADER TO BEAT COLOMBIA. THEN WE PLAY SWEDEN SVENS BOYS TAKE A POUND,positive
GENUINELY CANT BELIEVE HOW MY SISTER IS BEING TREATED BULLYING IS NOT OKAY AND I WILL NOT TOLERATE IT,positive
VERTICALLY,neutral
SOD THE FOOTBALL CHEESE AND WINE NIGHT AT     LULULEMON,neutral
ITS ON,neutral
WILD HALIBUT THOME GLOBE ARTICHOKE ENGLISH PEAS AMP BROAD BEANS BARIGOULE DRESSING,positive
TIME TO UNLEASH THE KING OF THE WORLD,neutral
IDONTWANNABEYOUANYMORE,neutral
HEY GUYS CURRENT SITUATION... I AM WAY TO HOT TO GO TO SLEEP EVEN THOUGH I HAVE TO WAKE UP AT 600AM... I NEED A S,positive
SO EXCITED REMI,positive
I LOVE YOU NIKI NEVER STOP DOUBTING YOURSELF,positive
CONGRATULATIONS SYD AND ELL LOVE YOU GIRLS SO MUCH AND IM VERY PROUD OF YOU ME AND MY BESTFRIEND LO,positive
SO HAPPY FOR YOU GIRLS,positive
FUCK MEEEEE IMAGINE IF THE SHOE WAS ON THE OTHER FOOT LOOOOL,negative
STRONG ELBOW FROM VARDY,positive
IVE HONESTLY NEVER HAD SO MUCH FAITH IN A BOY,negative
IF HE FUCKS IT THEN I REALLY DO GIVE UP,positive
ILL HAVE TO GO SEE IT NOW FFS,negative
THERE DONT SEEM TO BE AS MANY THIS YEAR COMPARED TO LAST,positive
ONE CAN ONLY HOPE. CONSENSUS SEEMS TO BE THAT THIS IS FAKE.,negative
REALLY HOPING THAT ALL THE COUNTRIES AROUND THE WORLD THAT SHOW,positive
MISS MY DOG,neutral
ALL THE BEST FOR YOU NEXT CHALLENGE WOULD LOVED TO HAVE SEEN YOU BACK,positive
BRING ON HARRY KANE,neutral
NOT GONNA LIE IM UPSET THAT IM UPSET MADE IT ONTO SCORPION ITS MY LEAST FAVOURITE DRAKE TR,negative
AND THIS DAY GETS BETTER,positive
FINALLY SOME GOOD NEWS,positive
EVEN THO SIMONE WAS ON ONE AS PER,neutral
JJ GIT THE GIRL,neutral
THE WAY JJ KISSED LARA ON THE FOREHEAD,neutral
COOK DRANK HIS OWN PISS,positive
I LOVE IDIOMS,positive
JJ GOT THE GIRL,neutral
THERES SOMETHING IN THE DRUGS THESE DAYS,neutral
LOL MY SISTER IS REALLY GIVING ME A RANT ABOUT HOMOPHOBIA AND HOMOSEXUALITY,positive
NONE OF THIS HALF ARSED NONSENSE TONIGHT GO OUT THERE TO WIN. MIGHT BE A HARDER ROUTE BUT WINNING THAT GROUP THAT,positive
SEE WIN THE GROUP TONIGHT AND WE FACE JAPAN HAPPY DAYS,positive
A SATURDAY NIGHT QUARTER FINAL IS SOMETHING I CAN FULLY GET BEHIND,negative
LOOKING GOOD..,positive
FRUSTRATED OUTLAWBUT JOE CLARKE IS QUALITY,negative
CAN WE HAVE ANOTHER 30 MINUTES...,neutral
NOTTS NEEDED TO TAKE 23 WICKETS LAST NIGHTANOTHER VERY GOOD PERFORMANCE FROM THE LADS,positive
NOT HELPED BY LOSING BROADY TODAY,neutral
THE LADS DID VERY WELL IN 2 PUNISHING GAME BUD WITH VERY LITTLE BREAK.,negative
TOP TOP EFFORT BY THE  LADS 2 PUNISHING GAMES WITH VERY LITTLE TIME OFF.WELL LEAD BY A D,positive
THE RWORD TAKES POWER FROM WHITE PEOPLE LIKE KRYPTONITE TAKES POWER FROM SUPERMAN WHICH MEANS WE ARE BEING CONQUE,neutral
THE RWORD TAKES POWER FROM WHITE PEOPLE LIKE KRYPTONITE TAKES POWER FROM SUPERMAN WHICH MEANS WE ARE BEING CONQUE,neutral
TOP 10 PERFORMANCE FOR SCAWBY SCHOOL IN THE J ROCK CHALLENGE.  FANTASTIC PERFORMANCE BY ALL THE KIDS,positive
THE NEW  ALBUM GRAVITY WILL BE RELEASED TOMORROW ON CD EXPANDED DELUXE CD AND VARIOUS COLOURED VINYL,positive
. FREE SPIRIT  RECORDED LIVE AT THE   WILL BE RELEASED ON CDDVD THIS FRIDAY 29TH JU,positive
ONCE AGAIN  ARE PLAYING IN A PROPER KIT. WHITE. BLUE. MORE WHITE.AS IT SHOULD BE.,positive
HURRAH BELGIUM HAVE SCORED. 01,neutral
HANG ON THEYVE BROUGHT HAZARD ON THATS CHEATING 01,neutral
MAYBE WITH A WHITE STREAK ON THE SIDE IF YOU WERE PARTICULARLY BOLD.,positive
RASHFORDS READ THE SCRIPT,neutral
THE ANSWER WATCH THE GAME IN A VERY LOUD PUB. 01,negative
SAVE,neutral
NO. WHEN DID YOU SEND IT,neutral
IF ANYONE IS NEAR SUNNY  AND IS NEED OF SOME INSPIRATION AND ADVICE ON LIFE WITH AND AFTER  THEN PLEAS,positive
GOOD LUCK TO MY BUDDY  WHO TOMORROW PLANS TO RIDE AN EPIC 250 MILES IN 24 HOURS TO RAISE MONEY FOR CHILD,positive
SO THESE PEOPLE CAUSED 911 RIGHT,positive
NOT OFTEN I AGREE WITH AN MP BUT I DO AGREE STA,neutral
YONEX HQ  WHITE CITY PLACE,neutral
FUCKINELL  SIGN A FEW MORE OF OUR PLAYERS IF YOU LIKE RIGHT ENJOYABLE WHEN WE BEAT YOU TWICE,positive
A FRIENDLY AGAINST WEST HAM UNDER 12S,positive
OI OI  HOWS YOUR FACE  GREAT STRIKE,positive
THE HIGHS ARE SO HIGH AND THE LOWS ARE SO SO SOOO LOW IN RECRUITMENT,positive
EXCELLENT NEWS,positive
KUDOS TO  GIVING BOTTLED WATER TO OVERHEATED PASSENGERS,neutral
THATS HORRIFIC NIKKI HOPE THEYVE SORTED IT.,negative
THE 8020 RULE IS STICKING WITH  SINGLE INGREDIENT FOOD 80 OF THE TIME AS THEY ARE NUTRIENT DENSE AND FILLING BU,negative
I STILL CANT BELIEVE FRANCE VS DENMARK WAS THE ONLY GAME SO FAR TO RUIN THE 0.5 GOAL IN EVERY GROUP GAME FFS,negative
THIS IS GOING TO BE THE WEIRDEST GAME OF FOOTBALL EVER,negative
SPUN    BY SUZANNE SEED 6.5CM DIAM X 1CM DEEP 36,neutral
SPUN    BY SUZANNE SEED 6.5CM DIAM X 1CM DEEP 36,neutral
A WELCOME RETURN OF SUZANNE SEEDS SPUN COPPER ENAMELLED BOWLS AND DISHES. RANGING FROM 36 TO 56.,positive
SPUN    BY SUZANNE SEED 6.5CM DIAM X 1CM DEEP 36,neutral
SPUN    BY SUZANNE SEED 8CM DIAM X 1CM DEEP 44,neutral
SPUN    BY SUZANNE SEED 8.5CM DIAM X 2CM DEEP 50,neutral
SPUN    BY SUZANNE SEED 8CM DIAM X 1CM DEEP 44,neutral
SPUN    BY SUZANNE SEED 9.5CM DIAM X 2CM DEEP 56,neutral
SOLD AS SEEN PAT TESTED NEEDS WIRING 27CM DIAMETER.,neutral
SPUN    BY SUZANNE SEED 8CM DIAM X 1CM DEEP 44,neutral
PAT TESTED 20CM DIAMETER,neutral
SPUN    BY SUZANNE SEED 9.5CM DIAM X 2CM DEEP 56,neutral
ROBIN DAY     IN  45,neutral
ROBIN DAY     IN  45,neutral
WHO ARE THESE BASTARDS AND DID ANYONE CATCH THEM,neutral
LEE DIXON FRANCH BEING FRENCH,neutral
YOUVE BLOWN THAT THEN,neutral
ITS NICE TO BE HOME AND IVE NEVER KNOWN NEWCASTLE TO BE SO SUNNY .....,positive
THANK YOU YOULL HAVE TO COME OVER WHEN WE ARE SORTED,neutral
WE ARE READY TO GO AND ITS PIE AND PINTPASTY NIGHT. LAMB AMP VEG PASTY ON THE MENU TONIGHT,positive
TWO YEARS AGO I SPENT 24 HOURS IN PARIS TO SEE  AT THE EIFFEL TOWER WHERE DOES THE TIME GO,negative
ANOTHER DAY ANOTHER SHAMBLES. WHY ISNT THE 1719 FROM MANCHESTER STOPPING AT DORE TONIGHT,neutral
8 CHANGES FOR ENGLAND TONIGHT,neutral
LOVE OUR NEW HOT TUB.,positive
NO SAGGY ALLOWED,neutral
NO IDEA WHAT TO DO WITH THE NEXT 15 MINUTES WITH LOVE ISLAND STARTING ST 915 THE NIGHT,positive
REPPING IN FULL EFFECT   .....,positive
YOU COULD SAY THAT THE  SUPPORTERS ARE HAPPY.,positive
I MAY HAVE TO ACTIVATE THE MUTE FOR THE ENGLAND GAME CANT BE DOING WITH PUGWASH GAIL TYLDESLEY OR GLENN TWADDLE.,negative
BOG OFF  NO CONSIDERATION FOR PEOPLE WHO TAKE THEIR MEDICINES AT 6PM AND 7,neutral
VERY SIMPLE   JUST GET THESE STAFF MEMBERS TO TESTIFY UNDER OATH TO YOUR COMMITTEEOR ARE YOU,neutral
THANK YOU,neutral
I WASNT INTO QUIZZING BACK THEN AND DIDNT EVEN KNOW ABOUT THE CHASE SO GOOD TO SEE IT FOR,positive
THE GREEDY TWAT MUST BE JUDAS ISCARIOT BUT WHICH ONE OF THE DISCIPLES WAS A LONG SHOT MERCHANT,negative
AAARROOOLLLLLD,neutral
RIGHTLY OR WRONGLY SOUTHGATE HAD A CONVICTION AND STOOD BY IT MAYBE THE RUTHLESSNESS WEVE MISSED AT INTERNATIONAL,negative
WONT SEE OR HEAR A NOTE. BE IN THE PUB BEFORE THEY EVEN GET ON STAGE,neutral
CURRY BEER AND FOOTIE     KINGSTON UPON THAMES,neutral
NEW CHAPTER STARTS FOR ME,positive
CHEEKY LOOKING CAT,neutral
BEAUTIFUL,positive
DEFINITELY YOU CHEEKY MINX,neutral
,neutral
YOU HAVE A GORGEOUS BODY SELENA,positive
FANTASTIC COUPLE,positive
AWESOME PIC,positive
YOU ARE VERY FORTUNATE THEN,positive
VERY,positive
ABSOLUTELY BEAUTIFUL,positive
DELICIOUSLY NAUGHTY,negative
HOW YOU MANAGED TO TAKE THAT FULL LENGTH AMAZES ME,positive
YOU LOOK BEAUTIFUL,positive
BEAUTIFUL WITH A HINT OF A CHEEKY SMILE,positive
SO NICE KENNEDAY,positive
SLIPPERY STUFF AMELIA X,neutral
YOU ARE ONE VERY NAUGHTY LITTLE MINX AMELIA X,negative
BEAUTIFUL,positive
YOU ARE GORGEOUS,positive
BECAUSE HE STARTED TO BECOME HOOKED IMPOSSIBLE TO GO BACK AND YOU LOVED IT,positive
NO DID I HIT THE WRONG VOTE,negative
VERY PRETTY ZARA,positive
VERY MUCH SARAH THANKYOU,positive
WERE LEEDS RHINOSWERE LEEDS RHINOSCMON LEEDS,neutral
FIRST BIT OF THE WORLD CUP IVE ACTUALLY SEEN  ILL JUST LEAVE IT AT THAT I THINK,negative
DRINKING   SUNSET,neutral
GREAT BEERS   ABYSS  SUMMER BANK AND  MORTAL COIL,positive
CANT WAIT TO SEE U PLAY,neutral
WILL ENGLISH FANS CHEERS IF BELGIUM SCORE AND WILL BELGIUM FANS CHEERS IF ENGLAND SCORE,neutral
WHAT THE FUCK IS THAT SHIRT YOUVE GOT ON,negative
JUST GOT SOME INSIDE INFORMATION LADS. APPARENTLY THEYRE GOING TO HOLD AND GIVE BUT DO IT AT THE RIGHT TIME. TH,positive
MY MOTHER ASKED ME WHEN IM COMING HOME. I TOLD HER THE ONLY THING THAT WAS COMING HOME IS FOOTBALL.THIS NEVER HA,neutral
MY MOTHER JUST ASKED ME WHEN IM COMING HOME. I TOLD HER THE ONLY THING THAT WAS COMING HOME IS FOOTBALL BECAUSE I,neutral
UGH.... PIERS MORGAN IS POPPING UP OVER THE FOOTBALLS.... EVENING RUINED.,neutral
UGH.... PIERS MORGAN IS POPPING UP OVER THE FOOTBALL.... EVENING RUINED.,neutral
CURTAIN WALL GLAZING REPAIR  THE TAUNTON ACADEMY.  TOUGHENED GREY TINTED UNIT LOW E COATING,negative
I JUST DONT GET IT. ITS NOT LIKE COLOMBIA ARE A WALKOVER,neutral
HA HA THATS MY FAVOURITE BIT OF THE LIKELY LADS. ENDS UP REALISING HE HATES EVERYONE.,neutral
ITS NOT A WORLD CUP WITHOUT AN ENGLAND SETBACK,neutral
FREE TOMMY,positive
JANUZAJ LOOKS LIKE THE LEAD SINGER OF A BELGIAN GREEN DAY TRIBUTE BAND  GROEN DAY,negative
KANE WOULD HAVE SCORED,neutral
WERE MORE LIKELY TO TRY HARDER AND KNOW WE NEED TO TRY HARDER AG,positive
WHY THE BLEEP IS ALEXANDERARNOLD STILL ON SET PIECES BEEN ABSOLUTELY ABYSMAL ALLLLLL EVENING,positive
FOLLOW ME PLS X,neutral
TODAYS THE FIRST DAY OF THE REST OF YOUR LIFE,positive
SO GLAD ITS NOT IN,positive
WE VOTE A NEW PARTY IN.,positive
WHY DOES EVERY SUPERMARKET GET COMPLETELY PILLAGED WHEN THE WEATHER ALTERS FROM THE USUAL DRIZZLY DREARINESS,negative
WHY WOULD YOU USE ARIAL NARROW AS THE FONT NOW I NEED TO ZOOM IN,negative
WELBECK,neutral
DOES TONIGHTS RESULT MEAN THAT TUESDAYS HOME FRIENDLY IS POSTPONED OR AT LEAST THE SECOND HALF BEING,negative
